#tskit=0.5.3
#tsinfer=0.2.4.dev63+gd36be42
#in_imputed_file=../analysis/pass_4/from_42_into_3.imputed.trees
#in_true_samples_file=../analysis/sisu3/sisu3_merged_nochip_chr20_p_arm.samples
#in_reference_trees_file=../analysis/pass_4/chr20_p_arm.inferred.trees
#remove_leaves=False
#in_chip_file=../data/fimm/chip_positions_chr20.txt
#out_csv_file=../analysis/pass_4/examine_2.imputation.results.csv
#min_maf=0.05
#min_iqs=-inf
#max_iqs=0.9
#flip_alleles=False
#num_sites_data_imputed=136087
#num_sites_sd_true=125155
#num_sites_ts_ref=164061
#num_sites_ts_anc=134669
#num_chip_sites_all=18067
#num_chip_sites=4306
#num_mask_sites=97115
position,ref_minor_allele_index,ref_minor_allele_freq,imputed_minor_allele_index,imputed_minor_allele_freq,iqs,num_muts,is_aa_ref,is_aa_parsimonious
4965524.0000000000,1.0000000000,0.4506079027,1.0000000000,0.4334160463,0.8826511983,1.0000000000,1.0000000000,1.0000000000
4965825.0000000000,1.0000000000,0.4581482347,1.0000000000,0.4627791563,0.8793566714,1.0000000000,0.0000000000,1.0000000000
4967602.0000000000,1.0000000000,0.4570960954,1.0000000000,0.4619520265,0.8804394107,1.0000000000,0.0000000000,1.0000000000
4968877.0000000000,1.0000000000,0.4210310966,1.0000000000,0.4148056245,0.8817315298,1.0000000000,1.0000000000,1.0000000000
4970569.0000000000,0.0000000000,0.4219078794,0.0000000000,0.4156327543,0.8828803738,1.0000000000,0.0000000000,1.0000000000
4970685.0000000000,1.0000000000,0.4633504793,1.0000000000,0.4578163772,0.8836771384,1.0000000000,0.0000000000,1.0000000000
4970713.0000000000,1.0000000000,0.4208557400,1.0000000000,0.4148056245,0.8839547475,1.0000000000,1.0000000000,1.0000000000
4971282.0000000000,1.0000000000,0.4208557400,1.0000000000,0.4148056245,0.8850881468,1.0000000000,1.0000000000,1.0000000000
4972127.0000000000,0.0000000000,0.4219078794,0.0000000000,0.4156327543,0.8828803738,1.0000000000,0.0000000000,1.0000000000
4972277.0000000000,0.0000000000,0.4226677578,0.0000000000,0.4172870141,0.8818109198,1.0000000000,0.0000000000,1.0000000000
4972521.0000000000,1.0000000000,0.4205050269,1.0000000000,0.4135649297,0.8805488523,1.0000000000,1.0000000000,1.0000000000
4972529.0000000000,1.0000000000,0.4205050269,1.0000000000,0.4135649297,0.8805488523,1.0000000000,1.0000000000,1.0000000000
4973034.0000000000,0.0000000000,0.4219663315,0.0000000000,0.4156327543,0.8828803738,1.0000000000,0.0000000000,1.0000000000
4977418.0000000000,1.0000000000,0.4208557400,1.0000000000,0.4143920596,0.8850653345,1.0000000000,1.0000000000,1.0000000000
4980431.0000000000,1.0000000000,0.4606032266,1.0000000000,0.4656741108,0.8870233204,1.0000000000,1.0000000000,1.0000000000
5082687.0000000000,1.0000000000,0.1888005611,1.0000000000,0.1687344913,0.8433191402,1.0000000000,1.0000000000,1.0000000000
5136184.0000000000,1.0000000000,0.0541851765,1.0000000000,0.0533498759,0.8243504551,1.0000000000,1.0000000000,1.0000000000
5138185.0000000000,1.0000000000,0.0529576806,1.0000000000,0.0512820513,0.8136446246,1.0000000000,1.0000000000,1.0000000000
5138251.0000000000,1.0000000000,0.4053659107,1.0000000000,0.4090157155,0.8852206643,1.0000000000,1.0000000000,1.0000000000
5139575.0000000000,1.0000000000,0.0530745850,1.0000000000,0.0500413565,0.8334988366,1.0000000000,1.0000000000,1.0000000000
5143035.0000000000,0.0000000000,0.0678629881,0.0000000000,0.0624483044,0.8665570875,1.0000000000,0.0000000000,1.0000000000
5144440.0000000000,0.0000000000,0.0530745850,0.0000000000,0.0496277916,0.8372777406,1.0000000000,0.0000000000,1.0000000000
5149511.0000000000,1.0000000000,0.0521393500,1.0000000000,0.0525227461,0.8453237161,1.0000000000,1.0000000000,1.0000000000
5199853.0000000000,1.0000000000,0.1546644845,1.0000000000,0.1571546733,0.8225780152,1.0000000000,1.0000000000,1.0000000000
5208294.0000000000,1.0000000000,0.0583352817,1.0000000000,0.0566583954,0.7690773138,1.0000000000,1.0000000000,1.0000000000
5234351.0000000000,1.0000000000,0.1799158289,1.0000000000,0.1799007444,0.7347793368,1.0000000000,1.0000000000,1.0000000000
5236403.0000000000,0.0000000000,0.3922141688,0.0000000000,0.3866832093,0.7140389153,1.0000000000,0.0000000000,1.0000000000
5238394.0000000000,1.0000000000,0.1863455693,1.0000000000,0.1889991729,0.7235201586,1.0000000000,1.0000000000,1.0000000000
5238778.0000000000,1.0000000000,0.1864040215,1.0000000000,0.1894127378,0.7257838214,1.0000000000,1.0000000000,1.0000000000
5239093.0000000000,1.0000000000,0.1176057985,1.0000000000,0.1182795699,0.7462080028,1.0000000000,1.0000000000,1.0000000000
5239935.0000000000,1.0000000000,0.1656534954,1.0000000000,0.1683209264,0.7332607520,1.0000000000,1.0000000000,1.0000000000
5253698.0000000000,1.0000000000,0.4935118073,1.0000000000,0.4503722084,0.8568070828,1.0000000000,1.0000000000,1.0000000000
5396781.0000000000,1.0000000000,0.1847673603,1.0000000000,0.2100909843,0.8972803381,1.0000000000,0.0000000000,1.0000000000
5398019.0000000000,1.0000000000,0.1889174655,1.0000000000,0.2121588089,0.8977827880,1.0000000000,0.0000000000,1.0000000000
5398840.0000000000,1.0000000000,0.2559621230,1.0000000000,0.2320099256,0.8931266989,1.0000000000,1.0000000000,1.0000000000
5399345.0000000000,1.0000000000,0.1877484218,1.0000000000,0.2125723739,0.8946737474,1.0000000000,0.0000000000,1.0000000000
5399681.0000000000,1.0000000000,0.2556698621,1.0000000000,0.2311827957,0.8916207582,1.0000000000,1.0000000000,1.0000000000
5402050.0000000000,1.0000000000,0.2556698621,1.0000000000,0.2311827957,0.8916207582,1.0000000000,1.0000000000,1.0000000000
5402804.0000000000,1.0000000000,0.1883913958,1.0000000000,0.2109181141,0.8973685473,1.0000000000,0.0000000000,1.0000000000
5402899.0000000000,1.0000000000,0.1883913958,1.0000000000,0.2109181141,0.8973685473,1.0000000000,0.0000000000,1.0000000000
5406788.0000000000,0.0000000000,0.2725625438,0.0000000000,0.2485525227,0.8954883732,1.0000000000,0.0000000000,1.0000000000
5407753.0000000000,1.0000000000,0.2587093757,1.0000000000,0.2320099256,0.8917836580,1.0000000000,1.0000000000,1.0000000000
5407754.0000000000,1.0000000000,0.2725625438,1.0000000000,0.2485525227,0.8954883732,1.0000000000,1.0000000000,1.0000000000
5413073.0000000000,1.0000000000,0.1285363573,1.0000000000,0.1133167907,0.8568730692,1.0000000000,1.0000000000,1.0000000000
5414192.0000000000,1.0000000000,0.2430441899,1.0000000000,0.2138130687,0.8912016150,1.0000000000,1.0000000000,1.0000000000
5414882.0000000000,1.0000000000,0.2571311667,1.0000000000,0.2303556658,0.8954185258,1.0000000000,1.0000000000,1.0000000000
5420320.0000000000,1.0000000000,0.2571311667,1.0000000000,0.2303556658,0.8954185258,1.0000000000,1.0000000000,1.0000000000
5423880.0000000000,1.0000000000,0.1838321253,1.0000000000,0.2080231596,0.8980140452,1.0000000000,0.0000000000,1.0000000000
5427947.0000000000,1.0000000000,0.2939560440,1.0000000000,0.2717121588,0.8976103617,1.0000000000,1.0000000000,1.0000000000
5427957.0000000000,1.0000000000,0.1836567688,1.0000000000,0.2084367246,0.8937356011,1.0000000000,0.0000000000,1.0000000000
5428661.0000000000,1.0000000000,0.1847089081,1.0000000000,0.2117452440,0.8944426819,1.0000000000,0.0000000000,1.0000000000
5652116.0000000000,1.0000000000,0.0539513678,1.0000000000,0.0570719603,0.8813919974,1.0000000000,1.0000000000,1.0000000000
5666768.0000000000,1.0000000000,0.3876548983,1.0000000000,0.3887510339,0.8202063602,1.0000000000,0.0000000000,1.0000000000
5693110.0000000000,1.0000000000,0.0790858078,1.0000000000,0.0806451613,0.8453340419,1.0000000000,1.0000000000,1.0000000000
5697147.0000000000,1.0000000000,0.4271685761,1.0000000000,0.4234904880,0.8264795238,1.0000000000,1.0000000000,1.0000000000
5756151.0000000000,1.0000000000,0.3330605565,1.0000000000,0.3478081059,0.8887902715,1.0000000000,0.0000000000,1.0000000000
5756397.0000000000,0.0000000000,0.4269347674,0.0000000000,0.4330024814,0.8581339912,1.0000000000,0.0000000000,1.0000000000
5759153.0000000000,1.0000000000,0.3031330372,1.0000000000,0.3159636063,0.8938362594,1.0000000000,0.0000000000,1.0000000000
5773527.0000000000,1.0000000000,0.0627191957,1.0000000000,0.0599669148,0.8780627714,1.0000000000,1.0000000000,1.0000000000
5804037.0000000000,1.0000000000,0.1979775544,1.0000000000,0.1964433416,0.8947325290,1.0000000000,1.0000000000,1.0000000000
5807570.0000000000,1.0000000000,0.0530161328,1.0000000000,0.0645161290,0.8007809397,1.0000000000,1.0000000000,1.0000000000
5812255.0000000000,0.0000000000,0.4967851298,0.0000000000,0.4950372208,0.8521615103,1.0000000000,1.0000000000,1.0000000000
5812277.0000000000,0.0000000000,0.4984802432,0.0000000000,0.4975186104,0.8510631308,1.0000000000,1.0000000000,1.0000000000
5812923.0000000000,0.0000000000,0.4928103811,0.0000000000,0.4921422663,0.8521314193,1.0000000000,1.0000000000,1.0000000000
5812942.0000000000,0.0000000000,0.4984217910,0.0000000000,0.4971050455,0.8521629943,1.0000000000,1.0000000000,1.0000000000
5812973.0000000000,0.0000000000,0.4984217910,0.0000000000,0.4971050455,0.8521629943,1.0000000000,1.0000000000,1.0000000000
5813095.0000000000,0.0000000000,0.2152794014,0.0000000000,0.2133995037,0.8241734338,1.0000000000,0.0000000000,1.0000000000
5813099.0000000000,1.0000000000,0.2152794014,1.0000000000,0.2133995037,0.8241734338,1.0000000000,1.0000000000,1.0000000000
5814486.0000000000,1.0000000000,0.2137596446,1.0000000000,0.2109181141,0.8209958644,1.0000000000,1.0000000000,1.0000000000
5818524.0000000000,0.0000000000,0.4967266776,0.0000000000,0.4946236559,0.8521562486,1.0000000000,1.0000000000,1.0000000000
5822884.0000000000,1.0000000000,0.2153963058,1.0000000000,0.2117452440,0.8226123400,1.0000000000,1.0000000000,1.0000000000
5826040.0000000000,1.0000000000,0.2169160627,1.0000000000,0.2142266336,0.8257745445,1.0000000000,1.0000000000,1.0000000000
5826974.0000000000,1.0000000000,0.2159223755,1.0000000000,0.2142266336,0.8255157304,1.0000000000,1.0000000000,1.0000000000
5827183.0000000000,0.0000000000,0.2214753332,0.0000000000,0.2191894127,0.8279370953,1.0000000000,0.0000000000,1.0000000000
5828370.0000000000,0.0000000000,0.4881342062,0.0000000000,0.4826302730,0.8652693462,1.0000000000,1.0000000000,1.0000000000
5828656.0000000000,0.0000000000,0.4483282675,0.0000000000,0.4511993383,0.8644010767,1.0000000000,0.0000000000,1.0000000000
5841823.0000000000,1.0000000000,0.0519055413,1.0000000000,0.0496277916,0.8920225531,1.0000000000,1.0000000000,1.0000000000
6665767.0000000000,1.0000000000,0.0843465046,1.0000000000,0.0868486352,0.8980974634,1.0000000000,0.0000000000,1.0000000000
6667469.0000000000,1.0000000000,0.0844634089,1.0000000000,0.0868486352,0.8980974634,1.0000000000,0.0000000000,1.0000000000
6668347.0000000000,1.0000000000,0.0844049567,1.0000000000,0.0868486352,0.8980974634,1.0000000000,0.0000000000,1.0000000000
6671291.0000000000,1.0000000000,0.0843465046,1.0000000000,0.0868486352,0.8980974634,1.0000000000,0.0000000000,1.0000000000
6693926.0000000000,1.0000000000,0.1083119009,1.0000000000,0.1211745244,0.8926406440,1.0000000000,1.0000000000,1.0000000000
6694386.0000000000,1.0000000000,0.1074351181,1.0000000000,0.1178660050,0.8861825686,1.0000000000,1.0000000000,1.0000000000
6696076.0000000000,1.0000000000,0.1106499883,1.0000000000,0.1240694789,0.8920953845,1.0000000000,1.0000000000,1.0000000000
6697891.0000000000,1.0000000000,0.2111877484,1.0000000000,0.2014061208,0.8991852087,1.0000000000,0.0000000000,1.0000000000
6737399.0000000000,0.0000000000,0.4613631050,1.0000000000,0.4925558313,0.8687025673,1.0000000000,1.0000000000,1.0000000000
6738130.0000000000,1.0000000000,0.3624620061,1.0000000000,0.3267162945,0.8742243807,1.0000000000,1.0000000000,1.0000000000
6747080.0000000000,1.0000000000,0.3404839841,1.0000000000,0.3014888337,0.8891351385,1.0000000000,1.0000000000,1.0000000000
6765851.0000000000,1.0000000000,0.4964928688,1.0000000000,0.4739454094,0.8850267600,1.0000000000,0.0000000000,1.0000000000
6774269.0000000000,1.0000000000,0.2167407061,1.0000000000,0.2249793218,0.8686319668,1.0000000000,1.0000000000,1.0000000000
6774523.0000000000,1.0000000000,0.4292144026,1.0000000000,0.4048800662,0.8970863633,1.0000000000,0.0000000000,1.0000000000
6777329.0000000000,1.0000000000,0.2134089315,1.0000000000,0.2229114971,0.8678413783,1.0000000000,1.0000000000,1.0000000000
6779554.0000000000,1.0000000000,0.1906125789,1.0000000000,0.2175351530,0.8848222910,1.0000000000,1.0000000000,1.0000000000
6781118.0000000000,0.0000000000,0.4251812018,0.0000000000,0.4028122415,0.8901034746,1.0000000000,1.0000000000,1.0000000000
6781378.0000000000,1.0000000000,0.4263502455,1.0000000000,0.4032258065,0.8901564858,1.0000000000,0.0000000000,1.0000000000
6782072.0000000000,1.0000000000,0.4230769231,1.0000000000,0.4003308519,0.8921911695,1.0000000000,0.0000000000,1.0000000000
6839236.0000000000,1.0000000000,0.3573766659,1.0000000000,0.3577336642,0.8741000223,1.0000000000,1.0000000000,1.0000000000
6839324.0000000000,1.0000000000,0.3569090484,1.0000000000,0.3573200993,0.8729062187,1.0000000000,1.0000000000,1.0000000000
6845415.0000000000,1.0000000000,0.4766775777,1.0000000000,0.4755996691,0.8928448076,1.0000000000,1.0000000000,1.0000000000
6845911.0000000000,1.0000000000,0.4767360299,1.0000000000,0.4755996691,0.8928448076,1.0000000000,1.0000000000,1.0000000000
6846717.0000000000,1.0000000000,0.4950315642,1.0000000000,0.4925558313,0.8940890475,1.0000000000,0.0000000000,1.0000000000
6848969.0000000000,1.0000000000,0.4767360299,1.0000000000,0.4755996691,0.8917385321,1.0000000000,1.0000000000,1.0000000000
6849459.0000000000,1.0000000000,0.4776128127,1.0000000000,0.4768403639,0.8917540608,1.0000000000,1.0000000000,1.0000000000
6850588.0000000000,1.0000000000,0.4297404723,1.0000000000,0.4296939620,0.8903553581,1.0000000000,0.0000000000,1.0000000000
6852036.0000000000,1.0000000000,0.4761515081,1.0000000000,0.4743589744,0.8939329276,1.0000000000,1.0000000000,1.0000000000
6857208.0000000000,1.0000000000,0.0734743979,1.0000000000,0.0785773366,0.8637097311,1.0000000000,1.0000000000,1.0000000000
6929810.0000000000,1.0000000000,0.0516132803,1.0000000000,0.0454921423,0.8306548293,1.0000000000,1.0000000000,1.0000000000
7820888.0000000000,1.0000000000,0.0980827683,1.0000000000,0.0988420182,0.8935523025,1.0000000000,1.0000000000,1.0000000000
7923764.0000000000,1.0000000000,0.0522562544,1.0000000000,0.0591397849,0.8476410933,1.0000000000,1.0000000000,1.0000000000
7981425.0000000000,1.0000000000,0.2214168810,1.0000000000,0.2043010753,0.8987844340,1.0000000000,1.0000000000,1.0000000000
8178566.0000000000,1.0000000000,0.0794949731,1.0000000000,0.0806451613,0.8848288552,1.0000000000,1.0000000000,1.0000000000
8547238.0000000000,0.0000000000,0.3893500117,0.0000000000,0.3829611249,0.8991622444,1.0000000000,0.0000000000,1.0000000000
10006207.0000000000,1.0000000000,0.1714987141,1.0000000000,0.1612903226,0.8962512508,1.0000000000,1.0000000000,1.0000000000
10024630.0000000000,1.0000000000,0.0543605331,1.0000000000,0.0541770058,0.8690883103,1.0000000000,1.0000000000,1.0000000000
10067745.0000000000,1.0000000000,0.4013327098,1.0000000000,0.4028122415,0.8774893249,1.0000000000,0.0000000000,1.0000000000
10070180.0000000000,0.0000000000,0.3496025251,0.0000000000,0.3502894955,0.8578372731,1.0000000000,0.0000000000,1.0000000000
10070800.0000000000,0.0000000000,0.3496025251,0.0000000000,0.3502894955,0.8578372731,1.0000000000,0.0000000000,1.0000000000
10071047.0000000000,1.0000000000,0.3176876315,1.0000000000,0.3188585608,0.8555760005,1.0000000000,1.0000000000,1.0000000000
10071672.0000000000,1.0000000000,0.0671615618,1.0000000000,0.0607940447,0.8550176723,1.0000000000,1.0000000000,1.0000000000
10071701.0000000000,1.0000000000,0.2578910451,1.0000000000,0.2564102564,0.8706201513,1.0000000000,1.0000000000,1.0000000000
10074322.0000000000,1.0000000000,0.3294365209,1.0000000000,0.3225806452,0.8548523612,1.0000000000,1.0000000000,1.0000000000
10074819.0000000000,1.0000000000,0.3294365209,1.0000000000,0.3225806452,0.8560400327,1.0000000000,1.0000000000,1.0000000000
10078522.0000000000,1.0000000000,0.1178980594,1.0000000000,0.1079404467,0.8916594912,1.0000000000,1.0000000000,1.0000000000
10080369.0000000000,1.0000000000,0.2179682020,1.0000000000,0.2129859388,0.8859606373,1.0000000000,1.0000000000,1.0000000000
10085555.0000000000,1.0000000000,0.3275075988,1.0000000000,0.3180314309,0.8516937308,1.0000000000,1.0000000000,1.0000000000
10086616.0000000000,1.0000000000,0.4804769698,1.0000000000,0.4780810587,0.8651145947,1.0000000000,1.0000000000,1.0000000000
10086646.0000000000,1.0000000000,0.3247603460,1.0000000000,0.3180314309,0.8516937308,1.0000000000,1.0000000000,1.0000000000
10087074.0000000000,0.0000000000,0.4926350245,0.0000000000,0.4950372208,0.8642126255,1.0000000000,0.0000000000,1.0000000000
10088333.0000000000,1.0000000000,0.4925765724,1.0000000000,0.4950372208,0.8642126255,1.0000000000,1.0000000000,1.0000000000
10089662.0000000000,1.0000000000,0.3238835632,1.0000000000,0.3180314309,0.8504546488,1.0000000000,1.0000000000,1.0000000000
10090487.0000000000,1.0000000000,0.2617488894,1.0000000000,0.2646815550,0.8541824282,1.0000000000,0.0000000000,1.0000000000
10092600.0000000000,0.0000000000,0.4286883329,0.0000000000,0.4416873449,0.8784379889,1.0000000000,1.0000000000,1.0000000000
10093145.0000000000,0.0000000000,0.4233107318,0.0000000000,0.4375516956,0.8838524452,1.0000000000,1.0000000000,1.0000000000
10093362.0000000000,0.0000000000,0.4228431143,0.0000000000,0.4358974359,0.8860268837,1.0000000000,1.0000000000,1.0000000000
10094061.0000000000,1.0000000000,0.2487140519,1.0000000000,0.2485525227,0.8744199138,1.0000000000,1.0000000000,1.0000000000
10094395.0000000000,1.0000000000,0.2751344400,1.0000000000,0.2659222498,0.8689465334,1.0000000000,0.0000000000,1.0000000000
10097104.0000000000,1.0000000000,0.0633621697,1.0000000000,0.0674110835,0.8913664769,1.0000000000,1.0000000000,1.0000000000
10148111.0000000000,1.0000000000,0.2431026420,1.0000000000,0.2220843672,0.8999679834,1.0000000000,1.0000000000,1.0000000000
10151332.0000000000,1.0000000000,0.2954758008,1.0000000000,0.2940446650,0.8708670873,1.0000000000,0.0000000000,1.0000000000
10151350.0000000000,1.0000000000,0.2819733458,1.0000000000,0.3064516129,0.8998030419,1.0000000000,1.0000000000,1.0000000000
10292436.0000000000,1.0000000000,0.0545358896,1.0000000000,0.0413564930,0.8860106070,1.0000000000,1.0000000000,1.0000000000
10748986.0000000000,1.0000000000,0.0610825345,1.0000000000,0.0595533499,0.8802626497,1.0000000000,1.0000000000,1.0000000000
10766909.0000000000,1.0000000000,0.1540215104,1.0000000000,0.1521918941,0.8856778772,1.0000000000,1.0000000000,1.0000000000
10774505.0000000000,1.0000000000,0.1539046060,1.0000000000,0.1521918941,0.8856778772,1.0000000000,1.0000000000,1.0000000000
10781566.0000000000,1.0000000000,0.0676291793,1.0000000000,0.0636889992,0.8803806983,1.0000000000,1.0000000000,1.0000000000
11113448.0000000000,1.0000000000,0.0852817395,1.0000000000,0.0905707196,0.7604570864,1.0000000000,1.0000000000,1.0000000000
11129364.0000000000,1.0000000000,0.0729483283,1.0000000000,0.0744416873,0.8323112111,1.0000000000,1.0000000000,1.0000000000
11166915.0000000000,1.0000000000,0.1298807575,1.0000000000,0.1323407775,0.8848686848,1.0000000000,1.0000000000,1.0000000000
11170379.0000000000,1.0000000000,0.1298807575,1.0000000000,0.1323407775,0.8811312454,1.0000000000,1.0000000000,1.0000000000
11170731.0000000000,1.0000000000,0.1299976619,1.0000000000,0.1323407775,0.8811312454,1.0000000000,1.0000000000,1.0000000000
11174437.0000000000,1.0000000000,0.1287117138,1.0000000000,0.1315136476,0.8864590740,1.0000000000,1.0000000000,1.0000000000
11176618.0000000000,1.0000000000,0.1296469488,1.0000000000,0.1319272126,0.8867543920,1.0000000000,1.0000000000,1.0000000000
11176792.0000000000,1.0000000000,0.1295884966,1.0000000000,0.1319272126,0.8848809937,1.0000000000,1.0000000000,1.0000000000
11177166.0000000000,1.0000000000,0.1297054010,1.0000000000,0.1319272126,0.8867543920,1.0000000000,1.0000000000,1.0000000000
11181995.0000000000,1.0000000000,0.1295300444,1.0000000000,0.1319272126,0.8867543920,1.0000000000,1.0000000000,1.0000000000
11184843.0000000000,0.0000000000,0.1295300444,0.0000000000,0.1319272126,0.8886326410,1.0000000000,0.0000000000,1.0000000000
11185166.0000000000,1.0000000000,0.1295300444,1.0000000000,0.1319272126,0.8886326410,1.0000000000,1.0000000000,1.0000000000
11185979.0000000000,1.0000000000,0.1333294365,1.0000000000,0.1360628619,0.8893320431,1.0000000000,1.0000000000,1.0000000000
11186161.0000000000,1.0000000000,0.1295300444,1.0000000000,0.1319272126,0.8886326410,1.0000000000,1.0000000000,1.0000000000
11189324.0000000000,1.0000000000,0.1303483750,1.0000000000,0.1319272126,0.8886326410,1.0000000000,1.0000000000,1.0000000000
11189379.0000000000,1.0000000000,0.1303483750,1.0000000000,0.1319272126,0.8886326410,1.0000000000,1.0000000000,1.0000000000
11189626.0000000000,1.0000000000,0.1304652794,1.0000000000,0.1319272126,0.8886326410,1.0000000000,1.0000000000,1.0000000000
11189958.0000000000,1.0000000000,0.1303483750,1.0000000000,0.1319272126,0.8886326410,1.0000000000,1.0000000000,1.0000000000
11192808.0000000000,1.0000000000,0.1303483750,1.0000000000,0.1319272126,0.8867543920,1.0000000000,1.0000000000,1.0000000000
11267318.0000000000,1.0000000000,0.1631400514,1.0000000000,0.1505376344,0.8544314189,1.0000000000,1.0000000000,1.0000000000
11269700.0000000000,0.0000000000,0.4613046528,0.0000000000,0.4561621175,0.8715076531,1.0000000000,0.0000000000,1.0000000000
12481063.0000000000,1.0000000000,0.0520808978,1.0000000000,0.0545905707,0.8600679261,1.0000000000,0.0000000000,1.0000000000
12653180.0000000000,1.0000000000,0.1306406360,1.0000000000,0.1348221671,0.8584997569,1.0000000000,0.0000000000,1.0000000000
12653278.0000000000,0.0000000000,0.3158171616,0.0000000000,0.3329197684,0.8331845141,1.0000000000,1.0000000000,1.0000000000
12653393.0000000000,0.0000000000,0.3158171616,0.0000000000,0.3329197684,0.8331845141,1.0000000000,1.0000000000,1.0000000000
12654166.0000000000,1.0000000000,0.1850596212,1.0000000000,0.1985111663,0.8536506019,1.0000000000,1.0000000000,1.0000000000
12654477.0000000000,1.0000000000,0.1851765256,1.0000000000,0.1985111663,0.8536506019,1.0000000000,1.0000000000,1.0000000000
12654544.0000000000,0.0000000000,0.1850596212,0.0000000000,0.1985111663,0.8536506019,1.0000000000,0.0000000000,1.0000000000
12655248.0000000000,1.0000000000,0.1328618190,1.0000000000,0.1377171216,0.8563999850,1.0000000000,0.0000000000,1.0000000000
12656419.0000000000,0.0000000000,0.1713818097,0.0000000000,0.1827956989,0.8446957959,1.0000000000,0.0000000000,1.0000000000
12657328.0000000000,1.0000000000,0.1152677110,1.0000000000,0.1162117452,0.8591568308,1.0000000000,1.0000000000,1.0000000000
12657453.0000000000,1.0000000000,0.0754617723,1.0000000000,0.0918114144,0.8563785436,1.0000000000,0.0000000000,1.0000000000
12662587.0000000000,1.0000000000,0.1584638765,1.0000000000,0.1488833747,0.8930566677,1.0000000000,1.0000000000,1.0000000000
12662648.0000000000,1.0000000000,0.1585223287,1.0000000000,0.1488833747,0.8930566677,1.0000000000,1.0000000000,1.0000000000
12675697.0000000000,0.0000000000,0.4323123685,0.0000000000,0.4375516956,0.8907319215,1.0000000000,0.0000000000,1.0000000000
12675711.0000000000,1.0000000000,0.2190203414,1.0000000000,0.2365591398,0.8649522906,1.0000000000,1.0000000000,1.0000000000
12676183.0000000000,0.0000000000,0.4711246201,0.0000000000,0.4826302730,0.8918014104,1.0000000000,0.0000000000,1.0000000000
12676186.0000000000,0.0000000000,0.4711246201,0.0000000000,0.4826302730,0.8918014104,1.0000000000,0.0000000000,1.0000000000
12676901.0000000000,1.0000000000,0.4712999766,1.0000000000,0.4826302730,0.8918014104,1.0000000000,1.0000000000,1.0000000000
12676977.0000000000,0.0000000000,0.4712415244,0.0000000000,0.4826302730,0.8918014104,1.0000000000,0.0000000000,1.0000000000
12678382.0000000000,1.0000000000,0.4701893851,1.0000000000,0.4826302730,0.8918014104,1.0000000000,1.0000000000,1.0000000000
12678863.0000000000,0.0000000000,0.4701893851,0.0000000000,0.4826302730,0.8918014104,1.0000000000,0.0000000000,1.0000000000
12679906.0000000000,1.0000000000,0.2121814356,1.0000000000,0.2373862696,0.8835191984,1.0000000000,1.0000000000,1.0000000000
12688747.0000000000,1.0000000000,0.3378536357,1.0000000000,0.3333333333,0.8971752720,1.0000000000,0.0000000000,1.0000000000
12693667.0000000000,1.0000000000,0.3375029226,1.0000000000,0.3333333333,0.8971752720,1.0000000000,0.0000000000,1.0000000000
12698074.0000000000,1.0000000000,0.3412438625,1.0000000000,0.3362282878,0.8974653810,1.0000000000,0.0000000000,1.0000000000
12701158.0000000000,1.0000000000,0.3429974281,1.0000000000,0.3391232423,0.8953202467,1.0000000000,0.0000000000,1.0000000000
12703073.0000000000,1.0000000000,0.3373860182,1.0000000000,0.3337468983,0.8971888964,1.0000000000,0.0000000000,1.0000000000
12703253.0000000000,1.0000000000,0.2711012392,1.0000000000,0.2990074442,0.8868005482,1.0000000000,1.0000000000,1.0000000000
12706573.0000000000,1.0000000000,0.3070493336,1.0000000000,0.3258891646,0.8867544363,1.0000000000,1.0000000000,1.0000000000
12718404.0000000000,1.0000000000,0.0767477204,1.0000000000,0.0723738627,0.8843965641,1.0000000000,0.0000000000,1.0000000000
12735648.0000000000,1.0000000000,0.0519055413,1.0000000000,0.0459057072,0.8885536868,1.0000000000,1.0000000000,1.0000000000
12780827.0000000000,1.0000000000,0.0708440496,1.0000000000,0.0574855252,0.8821562175,1.0000000000,1.0000000000,1.0000000000
12798839.0000000000,1.0000000000,0.1205284078,1.0000000000,0.1091811414,0.8833133049,1.0000000000,1.0000000000,1.0000000000
12836034.0000000000,1.0000000000,0.0699088146,1.0000000000,0.0570719603,0.8872680557,1.0000000000,1.0000000000,1.0000000000
13283666.0000000000,1.0000000000,0.0650572831,1.0000000000,0.0674110835,0.8991653709,1.0000000000,1.0000000000,1.0000000000
13288036.0000000000,1.0000000000,0.1425064297,1.0000000000,0.1348221671,0.8902550730,1.0000000000,1.0000000000,1.0000000000
13290118.0000000000,1.0000000000,0.1200023381,1.0000000000,0.1087675765,0.8791585616,1.0000000000,1.0000000000,1.0000000000
13298477.0000000000,1.0000000000,0.0924129062,1.0000000000,0.0860215054,0.8731146784,1.0000000000,1.0000000000,1.0000000000
13307195.0000000000,1.0000000000,0.1958148235,1.0000000000,0.2121588089,0.8989794978,1.0000000000,0.0000000000,1.0000000000
13307196.0000000000,1.0000000000,0.1958148235,1.0000000000,0.2121588089,0.8989794978,1.0000000000,0.0000000000,1.0000000000
15076029.0000000000,1.0000000000,0.1181318681,1.0000000000,0.1157981803,0.8991235308,1.0000000000,1.0000000000,1.0000000000
15076210.0000000000,1.0000000000,0.1181903203,1.0000000000,0.1157981803,0.8991235308,1.0000000000,1.0000000000,1.0000000000
