chrom	pos	recomb_rate	pos_cm
chr20	12066594	0.2607	31.318405
chr20	12067649	0.2247	31.31868
chr20	12067738	0.16	31.3187
chr20	12067888	0.08018	31.318724
chr20	12068549	0.04571	31.318777
chr20	12068724	0.04039	31.318785
chr20	12069541	0.03846	31.318818
chr20	12069645	0.5842	31.318822
chr20	12070886	0.9821	31.319547
chr20	12070942	1.027	31.319602
chr20	12071308	0.6798	31.319978
chr20	12071764	0.7438	31.320288
chr20	12071885	0.795	31.320378
chr20	12072363	0.9236	31.320758
chr20	12072847	1.25	31.321205
chr20	12072879	2.281	31.321245
chr20	12076504	2.542	31.329515
chr20	12077011	2.4	31.330804
chr20	12077933	0.7054	31.333017
chr20	12078337	0.5085	31.333302
chr20	12078632	0.3431	31.333452
chr20	12082605	0.3476	31.334815
chr20	12083284	0.3818	31.335051
chr20	12083504	0.4167	31.335135
chr20	12083528	0.4385	31.335145
chr20	12084333	2.583	31.335498
chr20	12084345	3.644	31.335529
chr20	12085450	5.497	31.339556
chr20	12087349	6.105	31.349994
chr20	12087986	6.097	31.353883
chr20	12088110	5.782	31.354639
chr20	12088211	5.065	31.355223
chr20	12088257	4.464	31.355456
chr20	12088285	4.165	31.355581
chr20	12088388	2	31.35601
chr20	12088389	0.3267	31.356012
chr20	12088490	0.1869	31.356045
chr20	12089084	0.1827	31.356156
chr20	12089385	0.1846	31.356211
chr20	12091211	0.1854	31.356548
chr20	12092047	0.1909	31.356703
chr20	12092660	0.7898	31.35682
chr20	12092817	4.362	31.356944
chr20	12093052	4.475	31.357969
chr20	12094163	0.6536	31.362941
chr20	12095843	0.653	31.364039
chr20	12096451	0.7053	31.364436
chr20	12096658	1.398	31.364582
chr20	12097550	0.2212	31.365829
chr20	12098228	0.2162	31.365979
chr20	12098413	0.3559	31.366019
chr20	12100113	0.1287	31.366624
chr20	12101970	0.08333	31.366863
chr20	12101994	0.07612	31.366865
chr20	12102572	0.04878	31.366909
chr20	12102695	0.04688	31.366915
chr20	12102951	0.04455	31.366927
chr20	12104163	0.04509	31.366981
chr20	12105405	0.04493	31.367037
chr20	12107920	0.04534	31.36715
chr20	12108317	0.04694	31.367168
chr20	12109084	0.04936	31.367204
chr20	12111333	0.05287	31.367315
chr20	12112222	0.05155	31.367362
chr20	12112319	0.05284	31.367367
chr20	12113076	0.0597	31.367407
chr20	12113143	0.06851	31.367411
chr20	12113975	0.8003	31.367468
chr20	12115462	0.3133	31.368658
chr20	12115628	0.1809	31.36871
chr20	12115816	0.1109	31.368744
chr20	12116249	0.0803	31.368792
chr20	12117183	0.1065	31.368867
chr20	12118178	0.1072	31.368973
chr20	12118607	0.6337	31.369019
chr20	12119325	0.005687	31.369474
chr20	12120380	0.002653	31.36948
chr20	12120757	0.002604	31.369481
chr20	12121141	0.001	31.369482
chr20	12121574	0.006061	31.369482
chr20	12121739	0.002506	31.369483
chr20	12122138	0.001	31.369484
chr20	12122147	0.002037	31.369484
chr20	12122638	0.001927	31.369485
chr20	12123676	0.001	31.369487
chr20	12123689	0.001	31.369487
chr20	12123714	0.00193	31.369487
chr20	12129413	0.002396	31.369498
chr20	12130665	0.001867	31.369501
chr20	12132272	0.001	31.369504
chr20	12132380	0.001802	31.369504
chr20	12132935	0.001608	31.369505
chr20	12133557	0.001916	31.369506
chr20	12134079	0.009804	31.369507
chr20	12134181	0.001	31.369508
chr20	12134223	0.001669	31.369508
chr20	12134822	0.001	31.369509
chr20	12134851	0.008929	31.369509
chr20	12134963	0.05331	31.36951
chr20	12135657	0.2817	31.369547
chr20	12135728	0.5915	31.369567
chr20	12135799	0.962	31.369609
chr20	12136430	0.004454	31.370216
chr20	12136879	0.005155	31.370218
chr20	12137073	0.002789	31.370219
chr20	12137790	0.001	31.370221
chr20	12137845	0.003333	31.370221
chr20	12138145	0.003416	31.370222
chr20	12139316	0.003026	31.370226
chr20	12139977	0.002853	31.370228
chr20	12141379	0.002883	31.370232
chr20	12143807	0.001992	31.370239
chr20	12144309	0.005263	31.37024
chr20	12144689	0.001701	31.370242
chr20	12145277	0.001	31.370243
chr20	12145331	0.001	31.370243
chr20	12145345	0.01266	31.370243
chr20	12145424	0.002541	31.370244
chr20	12146998	0.003294	31.370248
chr20	12148516	0.003378	31.370253
chr20	12149108	0.002364	31.370255
chr20	12149954	0.003937	31.370257
chr20	12150462	0.003645	31.370259
chr20	12151285	0.003472	31.370262
chr20	12151573	0.009804	31.370263
chr20	12151675	0.02787	31.370264
chr20	12153182	0.01905	31.370306
chr20	12153287	0.7517	31.370308
chr20	12153875	0.6271	31.37075
chr20	12153934	0.547	31.370787
chr20	12154168	0.412	31.370915
chr20	12154435	0.6089	31.371025
chr20	12156496	0.251	31.37228
chr20	12156751	0.1124	31.372344
chr20	12157783	0.1132	31.37246
chr20	12158304	0.1132	31.372519
chr20	12158896	0.1113	31.372586
chr20	12159408	0.1126	31.372643
chr20	12159790	0.1129	31.372686
chr20	12160995	0.119	31.372822
chr20	12161037	0.1578	31.372827
chr20	12167103	0.14	31.373784
chr20	12169932	0.1392	31.37418
chr20	12170600	0.1433	31.374273
chr20	12170900	8.917	31.374316
chr20	12172748	15.04	31.390795
chr20	12176198	12.32	31.442685
chr20	12176512	3.618	31.446554
chr20	12177265	4.798	31.449278
chr20	12177503	4.776	31.45042
chr20	12177811	4.957	31.451891
chr20	12178022	5	31.452937
chr20	12178029	5.351	31.452972
chr20	12178086	5.457	31.453277
chr20	12179236	5.167	31.459552
chr20	12179721	0.5	31.462058
chr20	12179867	0.02963	31.462131
chr20	12180137	0.02958	31.462139
chr20	12180847	0.02479	31.46216
chr20	12180968	0.04348	31.462163
chr20	12180991	0.02844	31.462164
chr20	12182538	2.445	31.462208
chr20	12182810	0.6667	31.462873
chr20	12182870	0.1678	31.462913
chr20	12183168	1.029	31.462963
chr20	12183203	2.004	31.462999
chr20	12183427	0.6469	31.463448
chr20	12184271	0.2319	31.463994
chr20	12184340	0.01563	31.46401
chr20	12184660	0.01449	31.464015
chr20	12186040	0.01419	31.464035
chr20	12187379	0.01384	31.464054
chr20	12189257	0.01447	31.46408
chr20	12190017	0.0139	31.464091
chr20	12191168	0.01792	31.464107
chr20	12193177	0.1741	31.464143
chr20	12194665	0.1636	31.464402
chr20	12194830	0.168	31.464429
chr20	12194955	0.2727	31.46445
chr20	12194999	0.4481	31.464462
chr20	12195307	0.1585	31.4646
chr20	12196304	0.03075	31.464758
chr20	12197117	0.0203	31.464783
chr20	12197314	0.02081	31.464787
chr20	12198323	0.03077	31.464808
chr20	12198388	0.01992	31.46481
chr20	12198639	0.02147	31.464815
chr20	12199524	0.1062	31.464834
chr20	12200918	0.1089	31.464982
chr20	12202561	0.1647	31.465161
chr20	12203642	0.1655	31.465339
chr20	12204645	0.1652	31.465505
chr20	12206013	0.08713	31.465731
chr20	12208056	0.08696	31.465909
chr20	12209068	0.08525	31.465997
chr20	12209373	0.0876	31.466023
chr20	12210526	0.0875	31.466124
chr20	12211406	0.08602	31.466201
chr20	12212150	0.08681	31.466265
chr20	12212438	0.08757	31.46629
chr20	12213009	0.08456	31.46634
chr20	12213281	0.08271	31.466363
chr20	12213414	0.08475	31.466374
chr20	12213650	0.0873	31.466394
chr20	12213776	0.08396	31.466405
chr20	12214705	0.08225	31.466483
chr20	12215167	0.08281	31.466521
chr20	12216290	0.08654	31.466614
chr20	12216602	0.08571	31.466641
chr20	12216742	0.08054	31.466653
chr20	12217189	7.193	31.466689
chr20	12217583	0.09719	31.469523
chr20	12221503	0.05572	31.469904
chr20	12223818	0.05691	31.470033
chr20	12224187	0.05405	31.470054
chr20	12224594	0.05695	31.470076
chr20	12225033	0.05628	31.470101
chr20	12225264	0.06897	31.470114
chr20	12225293	0.05335	31.470116
chr20	12229717	1.444	31.470352
chr20	12230224	0.07392	31.471084
chr20	12231401	0.1176	31.471171
chr20	12231435	0.1698	31.471175
chr20	12231488	0.2226	31.471184
chr20	12232072	0.2079	31.471314
chr20	12232173	0.2076	31.471335
chr20	12232780	0.2023	31.471461
chr20	12234105	0.1884	31.471729
chr20	12234174	0.2	31.471742
chr20	12234194	0.1389	31.471746
chr20	12234266	0.1255	31.471756
chr20	12234497	0.1027	31.471785
chr20	12234721	0.07692	31.471808
chr20	12234903	0.05682	31.471822
chr20	12234991	0.05599	31.471827
chr20	12236670	0.05554	31.471921
chr20	12239839	0.3109	31.472097
chr20	12239958	0.7578	31.472134
chr20	12241201	0.8259	31.473076
chr20	12241517	0.8082	31.473337
chr20	12241981	5.259	31.473712
chr20	12242155	39.18	31.474627
chr20	12242542	39.18	31.489791
chr20	12242758	51.4	31.498254
chr20	12243220	51.39	31.522001
chr20	12243264	51.05	31.524262
chr20	12243319	24.82	31.52707
chr20	12243468	4.442	31.530768
chr20	12244248	1.586	31.534233
chr20	12244306	0.7995	31.534325
chr20	12245982	0.5726	31.535665
chr20	12246106	0.4188	31.535736
chr20	12246297	0.3974	31.535816
chr20	12246599	0.339	31.535936
chr20	12246658	0.2982	31.535956
chr20	12246715	0.2576	31.535973
chr20	12246979	0.247	31.536041
chr20	12247145	0.2358	31.536082
chr20	12247251	0.2421	31.536107
chr20	12248139	0.2706	31.536322
chr20	12248224	0.3663	31.536345
chr20	12248325	0.5659	31.536382
chr20	12248454	1.092	31.536455
chr20	12249108	1.269	31.537169
chr20	12249175	1.065	31.537254
chr20	12249376	1.057	31.537468
chr20	12250003	0.6798	31.538131
chr20	12253326	0.7455	31.54039
chr20	12253381	0.7812	31.540431
chr20	12253998	0.6795	31.540913
chr20	12254154	0.5014	31.541019
chr20	12256928	0.4967	31.54241
chr20	12257079	0.5017	31.542485
chr20	12257382	0.5019	31.542637
chr20	12259213	0.4996	31.543556
chr20	12261685	2.906	31.544791
chr20	12263030	2.906	31.5487
chr20	12265207	6.526	31.555027
chr20	12266381	7.009	31.562688
chr20	12266494	7.462	31.56348
chr20	12266520	7.996	31.563674
chr20	12267084	7.9	31.568184
chr20	12267697	2.147	31.573027
chr20	12268180	1.238	31.574064
chr20	12268310	1.029	31.574225
chr20	12268412	1	31.57433
chr20	12268426	1	31.574344
chr20	12268428	0.8871	31.574346
chr20	12268552	0.882	31.574456
chr20	12268908	0.7793	31.57477
chr20	12269207	0.7794	31.575003
chr20	12269701	0.7551	31.575388
chr20	12269750	0.7708	31.575425
chr20	12269798	0.7592	31.575462
chr20	12270043	0.7171	31.575648
chr20	12270453	0.5023	31.575942
chr20	12270672	0.1688	31.576052
chr20	12272882	0.1755	31.576425
chr20	12274939	0.2099	31.576786
chr20	12281457	0.8265	31.578154
chr20	12283468	0.8183	31.579816
chr20	12284211	0.04675	31.580424
chr20	12284596	0.04604	31.580442
chr20	12285769	0.04335	31.580496
chr20	12286115	0.04213	31.580511
chr20	12286471	0.03226	31.580526
chr20	12286533	0.04286	31.580528
chr20	12286673	0.03947	31.580534
chr20	12287737	0.03836	31.580576
chr20	12288519	0.03719	31.580606
chr20	12288761	0.03782	31.580615
chr20	12288999	0.03867	31.580624
chr20	12289180	0.04525	31.580631
chr20	12290528	1.087	31.580692
chr20	12291218	0.03636	31.581442
chr20	12291328	0.04255	31.581446
chr20	12291375	0.04624	31.581448
chr20	12291548	0.5172	31.581456
chr20	12291635	2.433	31.581501
chr20	12291958	0.07025	31.582287
chr20	12292200	0.07018	31.582304
chr20	12292428	0.05778	31.58232
chr20	12292653	0.03448	31.582333
chr20	12292682	0.055	31.582334
chr20	12292882	0.05882	31.582345
chr20	12292967	0.001	31.58235
chr20	12292976	0.06452	31.58235
chr20	12293038	0.1569	31.582354
chr20	12293089	16.77	31.582362
chr20	12293387	16.77	31.587358
chr20	12293464	16.77	31.588649
chr20	12294153	16.66	31.600201
chr20	12294319	16.41	31.602966
chr20	12294547	3.107	31.606707
chr20	12294669	3.111	31.607086
chr20	12294678	3.047	31.607114
chr20	12294826	0.5823	31.607565
chr20	12294905	3.7	31.607611
chr20	12295315	0.04505	31.609128
chr20	12295426	0.04	31.609133
chr20	12295451	0.04	31.609134
chr20	12295501	0.04348	31.609136
chr20	12295708	0.04118	31.609145
chr20	12295878	0.04646	31.609152
chr20	12296373	0.1111	31.609175
chr20	12296427	0.1925	31.609181
chr20	12298162	0.3036	31.609515
chr20	12298689	0.2786	31.609675
chr20	12298890	0.1957	31.609731
chr20	12298936	0.1111	31.60974
chr20	12298954	0.08	31.609742
chr20	12299104	0.02778	31.609754
chr20	12299140	0.02464	31.609755
chr20	12299911	0.02308	31.609774
chr20	12300041	0.001	31.609777
chr20	12300087	0.01953	31.609777
chr20	12301111	0.001	31.609797
chr20	12301116	0.01667	31.609797
chr20	12301296	0.01961	31.6098
chr20	12302010	0.01803	31.609814
chr20	12302731	0.01954	31.609827
chr20	12303652	0.01958	31.609845
chr20	12304265	1.295	31.609857
chr20	12304353	1.712	31.609971
chr20	12304937	0.9432	31.610971
chr20	12305324	0.7227	31.611336
chr20	12305580	0.3109	31.611521
chr20	12305699	0.3233	31.611558
chr20	12305931	0.3735	31.611633
chr20	12306603	0.3976	31.611884
chr20	12307023	0.383	31.612051
chr20	12307117	0.3804	31.612087
chr20	12308129	0.3795	31.612472
chr20	12308656	0.9712	31.612672
chr20	12310183	1.013	31.614155
chr20	12311370	2.782	31.615358
chr20	12311828	16.7	31.616632
chr20	12312034	16.7	31.620072
chr20	12312613	16.7	31.629739
chr20	12313424	13.18	31.64328
chr20	12314227	16.38	31.65386
chr20	12316735	0.551	31.694934
chr20	12318381	0.5512	31.695841
chr20	12319328	0.5494	31.696363
chr20	12321028	0.5492	31.697297
chr20	12321800	0.5429	31.697721
chr20	12322010	0.4919	31.697835
chr20	12322752	0.4918	31.6982
chr20	12323665	0.4932	31.698649
chr20	12323738	0.2441	31.698685
chr20	12326229	0.2418	31.699293
chr20	12326841	0.2398	31.699441
chr20	12328701	0.2401	31.699887
chr20	12329813	0.2395	31.700154
chr20	12330431	0.2481	31.700302
chr20	12330564	0.2593	31.700335
chr20	12330726	0.256	31.700377
chr20	12331347	0.2372	31.700536
chr20	12335462	0.2332	31.701512
chr20	12335805	0.2283	31.701592
chr20	12336024	0.22	31.701642
chr20	12337706	0.2043	31.702012
chr20	12338215	0.2046	31.702116
chr20	12338562	0.2	31.702187
chr20	12339507	0.153	31.702376
chr20	12349013	0.3228	31.70383
chr20	12349648	0.6292	31.704035
chr20	12350627	0.7749	31.704651
chr20	12351800	0.4615	31.70556
chr20	12351878	0.2823	31.705596
chr20	12353433	0.2004	31.706035
chr20	12353912	0.1875	31.706131
chr20	12353944	0.1683	31.706137
chr20	12354752	0.1582	31.706273
chr20	12355656	0.1568	31.706416
chr20	12355841	0.1505	31.706445
chr20	12356771	0.1502	31.706585
chr20	12357297	0.1526	31.706664
chr20	12357972	0.1533	31.706767
chr20	12358259	0.1551	31.706811
chr20	12358736	0.158	31.706885
chr20	12359198	0.1604	31.706958
chr20	12359466	0.162	31.707001
chr20	12363177	0.1647	31.707602
chr20	12363347	0.1624	31.70763
chr20	12365588	0.1673	31.707994
chr20	12367435	0.232	31.708303
chr20	12367629	0.2941	31.708348
chr20	12367799	0.4084	31.708398
chr20	12368852	5.23	31.708828
chr20	12369287	5.379	31.711103
chr20	12370936	14.51	31.719973
chr20	12373505	24.16	31.757246
chr20	12373632	36.12	31.760314
chr20	12374751	32.69	31.800734
chr20	12375283	3.362	31.818123
chr20	12376888	3.417	31.823519
chr20	12377772	3.716	31.82654
chr20	12379231	1.447	31.831962
chr20	12379421	1.48	31.832237
chr20	12383615	1.074	31.838445
chr20	12383897	0.7564	31.838748
chr20	12386192	0.2887	31.840484
chr20	12386334	0.2632	31.840525
chr20	12386600	0.245	31.840595
chr20	12387449	0.2422	31.840803
chr20	12387965	0.25	31.840928
chr20	12388041	0.2378	31.840947
chr20	12388205	0.2419	31.840986
chr20	12388825	0.2292	31.841136
chr20	12388873	0.2346	31.841147
chr20	12389410	0.2273	31.841273
chr20	12389454	0.2343	31.841283
chr20	12390171	0.2885	31.841451
chr20	12390379	0.3577	31.841511
chr20	12393843	0.3577	31.84275
chr20	12395006	0.3696	31.843166
chr20	12395052	0.366	31.843183
chr20	12395246	0.2822	31.843254
chr20	12395533	0.2461	31.843335
chr20	12396374	0.2442	31.843542
chr20	12396763	0.2453	31.843637
chr20	12397342	0.2368	31.843779
chr20	12397380	0.2375	31.843788
chr20	12398079	0.24	31.843954
chr20	12398204	0.2448	31.843984
chr20	12399883	0.2857	31.844395
chr20	12399946	0.3333	31.844413
chr20	12399985	0.3464	31.844426
chr20	12401547	0.3	31.844967
chr20	12401597	0.2574	31.844982
chr20	12401733	0.2205	31.845017
chr20	12401928	0.2217	31.84506
chr20	12402352	0.2189	31.845154
chr20	12404147	1.588	31.845547
chr20	12404489	1.576	31.84609
chr20	12404574	0.7209	31.846224
chr20	12404617	0.1765	31.846255
chr20	12404651	0.2	31.846261
chr20	12404831	0.1765	31.846297
chr20	12404916	0.1731	31.846312
chr20	12405072	0.1581	31.846339
chr20	12405793	0.131	31.846453
chr20	12406312	0.1004	31.846521
chr20	12406989	0.09465	31.846589
chr20	12407232	0.09422	31.846612
chr20	12407561	0.1346	31.846643
chr20	12408044	0.1393	31.846708
chr20	12408410	1.028	31.846759
chr20	12408664	0.2	31.84702
chr20	12408789	0.1967	31.847045
chr20	12408911	0.2007	31.847069
chr20	12409205	0.2335	31.847128
chr20	12409462	0.3061	31.847188
chr20	12409511	0.3869	31.847203
chr20	12409847	0.4231	31.847333
chr20	12409951	0.433	31.847377
chr20	12410048	0.4603	31.847419
chr20	12410778	0.4818	31.847755
chr20	12411326	0.4779	31.848019
chr20	12411960	0.4182	31.848322
chr20	12412070	0.3793	31.848368
chr20	12412157	0.4286	31.848401
chr20	12412164	0.4658	31.848404
chr20	12413261	0.4545	31.848915
chr20	12413272	0.32	31.84892
chr20	12413297	0.2498	31.848928
chr20	12414342	0.2534	31.849189
chr20	12414488	0.2985	31.849226
chr20	12414689	0.3907	31.849286
chr20	12415142	0.4668	31.849463
chr20	12415564	1.625	31.84966
chr20	12415620	2.235	31.849751
chr20	12415977	1.816	31.850549
chr20	12416140	1.047	31.850845
chr20	12416397	0.1857	31.851114
chr20	12416467	0.1062	31.851127
chr20	12416806	0.1051	31.851163
chr20	12418081	0.2279	31.851297
chr20	12418353	0.2262	31.851359
chr20	12419078	0.1558	31.851523
chr20	12420156	0.4971	31.851691
chr20	12420677	0.1388	31.85195
chr20	12420886	0.0684	31.851979
chr20	12421193	0.04097	31.852
chr20	12421730	0.03454	31.852022
chr20	12426218	0.03401	31.852177
chr20	12426659	0.03431	31.852192
chr20	12428408	0.03365	31.852252
chr20	12428616	0.03546	31.852259
chr20	12428757	0.03486	31.852264
chr20	12429933	0.03406	31.852305
chr20	12430755	0.0355	31.852333
chr20	12431910	0.191	31.852374
chr20	12432669	0.2119	31.852519
chr20	12433023	0.2194	31.852594
chr20	12433219	0.2424	31.852637
chr20	12433252	0.2537	31.852645
chr20	12433319	0.2808	31.852662
chr20	12433611	0.2872	31.852744
chr20	12433900	0.3514	31.852827
chr20	12434048	0.32	31.852879
chr20	12434073	1.293	31.852887
chr20	12434629	0.6393	31.853606
chr20	12434690	0.4368	31.853645
chr20	12435054	0.4505	31.853804
chr20	12435791	0.4615	31.854136
chr20	12435830	0.44	31.854154
chr20	12435905	0.4626	31.854187
chr20	12436895	0.3804	31.854645
chr20	12436987	0.2667	31.85468
chr20	12437047	0.2738	31.854696
chr20	12437383	0.2773	31.854788
chr20	12437502	0.2785	31.854821
chr20	12437581	0.2727	31.854843
chr20	12437702	0.2742	31.854876
chr20	12437764	0.3033	31.854893
chr20	12438684	0.4674	31.855172
chr20	12440047	0.4722	31.855809
chr20	12440083	0.3321	31.855826
chr20	12440348	0.3256	31.855914
chr20	12440391	2.077	31.855928
chr20	12440742	2.564	31.856657
chr20	12440781	2.772	31.856757
chr20	12440974	0.2053	31.857292
chr20	12441237	0.2113	31.857346
chr20	12441573	0.2113	31.857417
chr20	12441715	0.236	31.857447
chr20	12441893	0.2899	31.857489
chr20	12442838	0.1818	31.857763
chr20	12442926	0.1167	31.857779
chr20	12442986	0.02165	31.857786
chr20	12449731	0.02041	31.857932
chr20	12450025	0.02244	31.857938
chr20	12451139	0.02105	31.857963
chr20	12451709	0.02371	31.857975
chr20	12452637	0.06993	31.857997
chr20	12452780	0.1116	31.858007
chr20	12453013	0.1231	31.858033
chr20	12453078	0.1324	31.858041
chr20	12453146	0.141	31.85805
chr20	12453749	0.1347	31.858135
chr20	12454187	0.2	31.858194
chr20	12454312	0.2308	31.858219
chr20	12454338	0.5221	31.858225
chr20	12454451	0.5282	31.858284
chr20	12455108	0.8511	31.858631
chr20	12455155	1.386	31.858671
chr20	12455836	1.384	31.859615
chr20	12455974	1.63	31.859806
chr20	12456001	5.103	31.85985
chr20	12456127	6.332	31.860493
chr20	12456516	1.493	31.862956
chr20	12457608	1.062	31.864586
chr20	12457656	0.6489	31.864637
chr20	12457938	0.1338	31.86482
chr20	12459822	0.1336	31.865072
chr20	12463139	0.142	31.865515
chr20	12463491	0.193	31.865565
chr20	12464066	5.148	31.865676
chr20	12464708	29.37	31.868981
chr20	12468173	1.686	31.970763
chr20	12468472	1.684	31.971267
chr20	12469370	1.195	31.972779
chr20	12470806	0.5833	31.974495
chr20	12471130	0.5842	31.974684
chr20	12471332	0.5851	31.974802
chr20	12471426	0.5882	31.974857
chr20	12471511	0.5561	31.974907
chr20	12471698	0.541	31.975011
chr20	12472247	0.06133	31.975308
chr20	12472622	0.0246	31.975331
chr20	12473313	0.02214	31.975348
chr20	12474352	0.02299	31.975371
chr20	12474961	0.02153	31.975385
chr20	12475379	0.02564	31.975394
chr20	12475418	0.02246	31.975395
chr20	12482763	0.02235	31.97556
chr20	12483434	0.03	31.975575
chr20	12483534	0.02069	31.975578
chr20	12483679	0.02273	31.975581
chr20	12483723	0.0251	31.975582
chr20	12484201	0.0274	31.975594
chr20	12484639	0.0641	31.975606
chr20	12484717	0.1033	31.975611
chr20	12485046	0.3711	31.975645
chr20	12488350	0.1613	31.976871
chr20	12488381	0.118	31.976876
chr20	12488686	0.08772	31.976912
chr20	12488857	0.05873	31.976927
chr20	12489504	0.05819	31.976965
chr20	12490243	0.05947	31.977008
chr20	12491336	0.06207	31.977073
chr20	12491626	0.06067	31.977091
chr20	12497758	0.08881	31.977463
chr20	12498321	0.2303	31.977513
chr20	12498486	0.368	31.977551
chr20	12499940	0.36	31.978086
chr20	12499990	0.3702	31.978104
chr20	12500279	0.3801	31.978211
chr20	12500621	0.731	31.978341
chr20	12501041	0.7869	31.978648
chr20	12501102	0.7818	31.978696
chr20	12501157	0.7455	31.978739
chr20	12501212	0.7425	31.97878
chr20	12501713	0.211	31.979152
chr20	12501822	0.2082	31.979175
chr20	12502211	0.08197	31.979256
chr20	12502394	0.08214	31.979271
chr20	12502954	0.08081	31.979317
chr20	12503053	0.07895	31.979325
chr20	12503091	0.07692	31.979328
chr20	12503104	0.08	31.979329
chr20	12503129	0.08451	31.979331
chr20	12503200	0.08511	31.979337
chr20	12503388	0.08897	31.979353
chr20	12503669	0.108	31.979378
chr20	12504030	0.1117	31.979417
chr20	12504227	3.045	31.979439
chr20	12504271	8.805	31.979573
chr20	12504389	11.38	31.980612
chr20	12504695	3.444	31.984093
chr20	12504803	3.433	31.984465
chr20	12504833	3.364	31.984568
chr20	12504973	3.315	31.985039
chr20	12505243	0.981	31.985934
chr20	12505558	0.3871	31.986243
chr20	12505589	0.1157	31.986255
chr20	12506358	0.125	31.986344
chr20	12506478	0.1096	31.986359
chr20	12506551	0.1333	31.986367
chr20	12506581	0.1214	31.986371
chr20	12506894	0.1204	31.986409
chr20	12507002	0.121	31.986422
chr20	12507126	0.1246	31.986437
chr20	12507712	0.123	31.98651
chr20	12508907	0.1364	31.986657
chr20	12508929	1.828	31.98666
chr20	12509295	1.821	31.987329
chr20	12509362	0.3846	31.987451
chr20	12509375	0.1333	31.987456
chr20	12509405	0.1259	31.98746
chr20	12509540	0.1235	31.987477
chr20	12509621	0.1217	31.987487
chr20	12510032	0.1229	31.987537
chr20	12510439	0.125	31.987587
chr20	12510631	0.1246	31.987611
chr20	12511273	0.1245	31.987691
chr20	12511538	0.1223	31.987724
chr20	12511865	0.1212	31.987764
chr20	12511898	0.1311	31.987768
chr20	12511959	0.1228	31.987776
chr20	12512521	0.125	31.987845
chr20	12512585	0.1111	31.987853
chr20	12512594	0.1215	31.987854
chr20	12512915	0.1284	31.987893
chr20	12513063	0.1186	31.987912
chr20	12513181	0.1316	31.987926
chr20	12513219	0.1221	31.987931
chr20	12513694	0.122	31.987989
chr20	12513776	0.1189	31.987999
chr20	12514104	0.127	31.988038
chr20	12514167	0.1111	31.988046
chr20	12514212	3.892	31.988051
chr20	12514369	9.462	31.988662
chr20	12514501	3.69	31.989911
chr20	12514543	2.422	31.990066
chr20	12515083	13.29	31.991374
chr20	12516929	1.051	32.015908
chr20	12518117	1.057	32.017156
chr20	12518344	0.4836	32.017396
chr20	12518588	0.452	32.017514
chr20	12518869	0.453	32.017641
chr20	12518986	0.4473	32.017694
chr20	12519413	0.4571	32.017885
chr20	12519448	0.5	32.017901
chr20	12519450	0.4486	32.017902
chr20	12520569	0.3739	32.018404
chr20	12520791	0.3571	32.018487
chr20	12521043	0.2857	32.018577
chr20	12521106	0.2312	32.018595
chr20	12521266	0.2053	32.018632
chr20	12521417	0.2603	32.018663
chr20	12521490	0.2606	32.018682
chr20	12521655	0.3448	32.018725
chr20	12521771	0.5789	32.018765
chr20	12521809	0.852	32.018787
chr20	12522762	0.4839	32.019599
chr20	12522824	0.2369	32.019629
chr20	12523225	0.3404	32.019724
chr20	12523272	0.4061	32.01974
chr20	12523959	0.4213	32.020019
chr20	12524194	0.4286	32.020118
chr20	12524271	0.439	32.020151
chr20	12524845	0.4524	32.020403
chr20	12525276	1.026	32.020598
chr20	12525315	23.86	32.020638
chr20	12525698	26.49	32.029776
chr20	12525997	11.35	32.037698
chr20	12526999	4.082	32.049073
chr20	12527243	1.184	32.050069
chr20	12528214	0.4913	32.051219
chr20	12529311	0.4866	32.051758
chr20	12529683	0.4792	32.051939
chr20	12529779	0.4818	32.051985
chr20	12529889	0.4286	32.052038
chr20	12529903	0.4651	32.052044
chr20	12530361	0.4423	32.052257
chr20	12530413	0.5	32.05228
chr20	12530421	0.4521	32.052284
chr20	12530724	0.4303	32.052421
chr20	12531212	1.692	32.052631
chr20	12531238	2.401	32.052675
chr20	12531495	1.297	32.053292
chr20	12531677	0.3343	32.053528
chr20	12534025	0.3339	32.054313
chr20	12534570	0.3394	32.054495
chr20	12534953	0.3461	32.054625
chr20	12540168	0.1531	32.05643
chr20	12540854	0.06065	32.056535
chr20	12544300	0.06029	32.056744
chr20	12548596	0.09849	32.057003
chr20	12550322	0.1185	32.057173
chr20	12550533	0.1166	32.057198
chr20	12550696	0.1157	32.057217
chr20	12552364	0.07692	32.05741
chr20	12552377	0.08155	32.057411
chr20	12552892	0.07372	32.057453
chr20	12553204	0.06658	32.057476
chr20	12553970	0.06761	32.057527
chr20	12554887	0.06944	32.057589
chr20	12555103	0.06788	32.057604
chr20	12556311	0.084	32.057686
chr20	12556561	0.1018	32.057707
chr20	12560332	0.1036	32.058091
chr20	12562918	0.104	32.058359
chr20	12564475	0.09901	32.058521
chr20	12565384	0.09877	32.058611
chr20	12565627	0.09649	32.058635
chr20	12565969	0.09542	32.058668
chr20	12566231	0.09343	32.058693
chr20	12566916	0.08333	32.058757
chr20	12566928	0.09211	32.058758
chr20	12567156	0.09035	32.058779
chr20	12568130	0.08333	32.058867
chr20	12568142	0.09559	32.058868
chr20	12568278	0.09474	32.058881
chr20	12568468	0.09779	32.058899
chr20	12568785	0.118	32.05893
